id,QA,line
3699801,1908,"Oh wow. That y'know what? That is so unfair. Y'know what? Now I want to steal your thunder! Come on Ross, let's go have sex!"
3699901,1908,I can't believe you're gonna have sex on my engagement night!
3700001,1908,"Well, somebody should."
3700101,1908,"Look uh, if we're gonna do this..."
3700201,1908,"We're not gonna do this, all right? She's just gonna think that we're doin' it."
3700301,1908,"Oh, I see, so everybody wins."
3700401,1908,Who is it?
3700501,1908,"It's Monica, open up!"
3700601,1908,Okay well Ross! Stop it please! Wait a minute!
3700701,1908,Oww!
3700801,1908,"Yeah, you like that baby? May we help you?"
3700901,1908,"I just wanted to say that I hope you do have sex tonight and I hope that you guys get back together, but I must warn you, the night that you announce your engagement I'm going to announce that I'm pregnant!"
3701001,1908,How is that ever going to happen?!
3701101,1908,"Alright Monica, do you want to know why I was with Ross tonight?!"
3701201,1908,I know why!
3701301,1908,No you don't know why!
3701401,1908,Okay! Why?!
3701501,1908,Because! Because I was sad.
3701601,1908,What do you mean?
3701701,1908,"Look, I am so... so happy for you guys, but you getting married just reminds me of the fact that I'm not. I'm not even close. And I don't know, maybe I just wanted to make myself feel better. And I know that that's dumb, but oh my God you were so depressed when Ross got married that you slept with Chandler!"
3701801,1908,"I don't care, she slept with me."
3701901,1908,"Anyway sweetie, I am, I'm so sorry I ruined your night."
3702001,1908,I'm sorry I almost made you sleep with Ross.
3702101,1908,"Well, I'm going to take off. Congratulations man."
3702201,1908,Thanks.
3702301,1908,"And uh, Rachel."
3702401,1908,Yeah.
3702501,1908,"What can I say, you missed your chance. From now on the only person who's going to enjoy these bad boys is me."
3702601,1909,"We thought Phoebe would leave, but she just stayed and stayed. That's right, I'm here all night, and Chandler will never get l..."
3702701,1909,"Hey! Here's a dollar, consider it a deposit. Please sing at our wedding."
3702801,1909,Oh thank you.
3702901,1909,Okay.
3703001,1909,"Now... Who will perform the ceremony! Who will perform the cer Oh oh! Alright, I'll pound on him in the morning."
3703101,1910,Hey!
3703201,1910,Hi!
3703301,1910,Who wants French toast?
3703401,1910,"Oh, I'll have some!"
3703501,1910,"Good, me too. Eggs and milk are in the fridge. Thanks."
3703601,1910,Oww!
3703701,1910,What's the matter honey?
3703801,1910,"I don't know, my hand feels weird. I guess it's because, I'm engaged! How long before it starts getting annoying?"
3703901,1910,It starts?
3704001,1910,"Yeah, so let's get started on the wedding plans!"
3704101,1910,Okay!
3704201,1910,Already?!
3704301,1910,"Yeah, we got a lot to do! We gotta think about the flowers, the caterers, the music..."
3704401,1910,"Oh, I got some thoughts on that."
3704501,1910,"Oh wait Chandler, too many cooks..."
3704601,1910,"Take from me, as the groom all you have to do is show up and try to say the right name."
3704701,1910,Okay!
3704801,1910,What in God's name is that?!
3704901,1910,"Oh my God, the wedding book?! I haven't seen that since the forth grade!"
3705001,1910,"This baby has got everything. Take y'know, locations for instance. First, organized alphabetically, then geographically, then by square footage."
3705101,1910,That is so smart! Break it off. Break it off now.
3705201,1911,And that should conclusively prove that I had the idea for Jurassic Park first! Now let's take a look at...
3705301,1911,Hey! Ross!
3705401,1911,"Phoebe, oh my God! what are you doing here?"
3705501,1911,"I need to talk to you, it's pretty urgent. It's about Monica and Chandler."
3705601,1911,"Oh my God! Of course, of course. Umm, would you please excuse me for a moment? Umm, do you know each other's hometowns? Why don't you... what's going on?"
3705701,1911,"Well, umm, not much. But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y'know? So, could I just move in with you for a couple days?"
3705801,1911,"Umm, okay, yeah, sure. But what's wrong with Monica and Chandler?"
3705901,1911,Nothing Why?!
3706001,1911,"Phoebe, you said it was urgent!"
3706101,1911,Oh yeah it is! I'm going to the movies and it starts in like five minutes.
3706201,1911,Do you realize I have a classroom full of students?
3706301,1911,"Oh, I'm sorry. I'm so rude. Does anyone want to come to the movies?"
3706401,1912,"Alright, so I haven't cleared the budget with my parents yet, but tell me how this is for music."
3706501,1912,Okay.
3706601,1912,"Alright umm, a string quartet for the procession."
3706701,1912,Aw.
3706801,1912,"A jazz trio for cocktails. The Bay City Rollers for dancing. Wait, that was from my sixth grade wedding."
3706901,1912,"Well, you couldn't get them anyway. Ian doesn't plan anymore and Derrick... And Derrick is a name I shouldn't know."
3707001,1912,"Hey Mon, do you have another pillow? Y'know, something a little snugglyer?"
3707101,1912,Why are you napping over here instead of over at your place?
3707201,1912,"Well, the duck..."
3707301,1912,What?! The duck?! What the hell did the damn duck do now?!
3707401,1912,"Uh, well he did not get sick somewhere in there and it was immediately found and properly cleaned up!"
3707501,1912,"Now, do I get to look at this book or is it just for people who are actually involved in the wedding?"
3707601,1912,"Of course you can look at it! Yeah, I want your opinion too!"
3707701,1912,Okay.
3707801,1912,Here you go! What do you think about centerpieces?
3707901,1912,Centerpieces!
3708001,1912,Yeah! Roses or Lilies?
3708101,1912,"Definitely roses. Well, I just think they're a little more weddingy. But Lilies are the clear choice."
3708201,1912,Oh my God! It's like one mind.
3708301,1912,Uh-huh!
3708401,1912,"Guys! Guys! You gotta let me nap! Ugh, I'm gonna get cranky!"
3708501,1912,"Joey, there is a perfectly good couch across the hall!"
3708601,1912,"Yes it is perfectly good, and it is not one of the places the duck got sick!"
3708701,1912,What?!
3708801,1912,"Alright, I'm gonna go!"
3708901,1912,"Now Joey, what did the duck do?!"
3709001,1912,I don't know! But he did not eat your face cream!
3709101,1912,"Hey little buddy, how are you feeling? What the hell is in that face cream? That's so soft. Pillowcases! Zelda looked at the chimney sweep. Her father, the vicar... The vicar? ... wouldn't be home for hours. Her loins were burning. She threw caution to the wind and reached out and grabbed his... Whoa! Whoa-ho-ho-ho! This is a dirty book!"
3709201,1913,"Uh, Phoebe..."
3709301,1913,"Oh Ross, hi."
3709401,1913,"Phoebe, what are you doing?"
3709501,1913,"I'm sorry, I'm with a client right now."
3709601,1913,Phoebe!
3709701,1913,"Okay, let's talk outside."
3709801,1913,"Phoebe, you can't massage people in my apartment!"
3709901,1913,What's the big deal? I did it at Monica and Chandler's!
3710001,1913,And they knew about it?
3710101,1913,"Okay, well Ross, what is this really about?"
3710201,1913,"Look, this is my home and I want to be able to come and go whenever I want!"
3710301,1913,"Okay, I will find someplace else to do the rest of my appointments. I just don't know what the big deal is!"
3710401,1913,"The big deal is I don't want naked, greasy strangers in my apartment when I want to kick back with a puzzle beer! Cold beer."
3710501,1914,"Hey Joey, what 'cha doing?"
3710601,1914,Sweepin'. Why? Turn you on?
3710701,1914,No.
3710801,1914,Huh. What if I was sweeping a chimney?
3710901,1914,"Joey, did you my face cream?"
3711001,1914,Where are you going? The vicar won't be home for hours.
3711101,1914,"Joey, where did you learn that word?"
3711201,1914,"Where do you think, Zelda?"
3711301,1914,You found my book?!
3711401,1914,Yeah I did!
3711501,1914,"Joey, what are you doing going into my bedroom?!"
3711601,1914,"Okay, look I'm sorry, I went in there to take a nap and I know I shouldn't have, but you got porn!"
3711701,1914,"Hey, y'know what? I don't care! I'm not ashamed of my book. There's nothing with a woman enjoying a little... erotica. It's just a healthy expression of female sexuality, which by the way, you will never understand."
3711801,1914,You got porn!
3711901,1915,Hello.
3712001,1915,"Hi, is uh Phoebe here?"
3712101,1915,"Uh no no, she's out for the night."
3712201,1915,Ohh great.
3712301,1915,"Can I, can I help you with something?"
3712401,1915,"Well, I don't know. Are you a masseur?"
3712501,1915,Yes I am.
3712601,1915,"Great! Dad! Thank you so much, I'll be back to pick him up in an hour."
3712701,1916,"So Chandler, you're parents must've been thrilled when you told them you were engaged."
3712801,1916,"Oh yeah, I should probably call them."
3712901,1916,I remember when we first got engaged.
3713001,1916,"Oh, I don't think I ever heard that story."
3713101,1916,"Oh dad, really you don't need to..."
3713201,1916,"Well, I'd gotten Judy pregnant. I still don't know that happened."
3713301,1916,You don't know how that happened?! Your dog thought my diaphragm was a chew toy!
3713401,1916,What a sweet story.
3713501,1916,"Well, at least you're not hearing it for the first time at your fifth grade Halloween party."
3713601,1916,What?! They wanted a scary story!
3713701,1916,"Anyway, we're really excited about our wedding plans, and well I guess pretty soon we'll be making a big withdrawal from the Monica wedding fund. What?"
3713801,1916,"You tell her Jack, I can't do it."
3713901,1916,What happened? You still have the Monica wedding fund don't you?
3714001,1916,"We have it. Only now, we call it the beach house."
3714101,1917,I don't believe you spent my wedding fund on the beach house!
3714201,1917,"We're sorry honey, but we just assumed if you got married after you turned 30 you'd pay for it yourself."
3714301,1917,You bought the beach house when I was 23!
3714401,1917,Which means you had seven years of beach fun and you can't put a price on that sweetie.
3714501,1917,We really do feel bad about this though.
3714601,1917,"We started saving again when you were dating Richard and then that went to hell, so we redid the kitchen."
3714701,1917,What about when I started dating Chandler?
3714801,1917,Well it was Chandler! We didn't think he'd ever propose!
3714901,1917,Clearly I did not start drinking enough at the start of the meal.
3715001,1917,I can't believe it! That there is no money for my wedding?!
3715101,1917,"We might still have some money, if your father didn't think it was a good idea to sell ice over the Internet."
3715201,1917,It seemed like such a simple idea.
3715301,1917,"Stupid Jack, the word is stupid."
3715401,1917,"Alright, enough! I don't want to hear about it anymore! Good luck, Chandler."
3715501,1918,"Okay! Now, I'm going to touch you. Ohh, that's soft."
3715601,1919,I can't believe this. Do you think that your parents could help pay for it?
3715701,1919,"I don't know, my mother spent most of her money on her fourth wedding. She's saving the rest for her divorce. And any extra cash my father has he saves for his yearly trips to Dollywood."
3715801,1919,Well what happened at dinner?
3715901,1919,My parents spent the money for our wedding!
3716001,1919,My God! What did you order?!
3716101,1919,"Wait, but there's no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!"
3716201,1919,"Honey, it's gonna be okay."
3716301,1919,No! No it's not! It's not gonna be okay! It sucks! No swing band! No lilies!
3716401,1919,"No, y'know what? It's gonna be okay. I mean you don't have to have this rustic Italian feast. Y'know? and you don't need, you don't need this custom-made, empire waisted, duchess, satin gown; you can wear off the rack."
3716501,1919,"Look, it really is gonna be okay. The important thing is that we love each other and that we're gonna get married."
3716601,1919,Do you even understand what off the rack means?!
3716701,1919,"Look, why don't you just pay for it yourself?"
3716801,1919,How? I don't have any money.
3716901,1919,"Well, I have some."
3717001,1919,How much?
3717101,1919,"Well, close to..."
3717201,1919,Whoa! Are you kidding me?!
3717301,1919,Well what?! How much is it?!
3717401,1919,It's enough for wedding scenario eight.
3717501,1919,Ohh! Really?!
3717601,1919,"How great are you, you little saver?! I mean, the the amount you have is exactly the budget of my dream wedding!"
3717701,1919,"Ohh, you guys are so made for each other."
3717801,1919,"Well, you're not suggesting that we spend all of the money on the wedding?"
3717901,1919,"Ah, yeah!"
3718001,1919,"Well, come on, I've been saving this money for six years and I kinda had some of it earmarked for the future, not just for a party."
3718101,1919,"Wow! Hello, Mr. Chandler."
3718201,1919,This is the most special day of our lives.
3718301,1919,"No, I realize that honey, but I'm not gonna spend all of the money on one party."
3718401,1919,"Honey, umm I love you, but umm, if you call our wedding a party one more time, you may not get invited. Okay? Listen, we could always earn more money, okay? But uh, we're only gonna get married once."
3718501,1919,"Look, I understand, but I have to put my foot down. Okay? The answer is no."
3718601,1919,you you're gonna have to put your foot down?
3718701,1919,"Yes, I am!"
3718801,1919,"Wow, money and a firm hand. Finally a Chandler I can get on board with."
3718901,1920,Hey Rach.
3719001,1920,Joey.
3719101,1920,"Hey Rach, do you smell smoke?"
3719201,1920,"Uh-huh, I get it, smoke, chimney, chimney sweep, very funny, ha-ha."
3719301,1920,"no no, I'm serious. You don't smell it? Something's on fire."
3719401,1920,"Well no, I don't smell anything."
3719501,1920,"Oh, y'know what? It's probably just your burnin' loins."
3719601,1920,"Hey, what are you guys, what are you guys talking about?"
3719701,1920,Nothing!
3719801,1920,"Damn, this coffee's cold! Hey Rach, do you mind if I heat this up on your loins?"
3719901,1920,"Y'know, I can not believe you told him, Joey!"
3720001,1920,So I guess you bought that book after we broke up huh?
3720101,1920,"Uh-huh, yeah I did, because I wore out my first copy when I was with you."
3720201,1920,"Oh yeah, yeah? Well uh, when we were going out, I read tons of porno magazines! 'Sup?"
3720301,1920,Ross! How could you do that to an old man?!
3720401,1920,Excuse me ladies. I'm sorry?
3720501,1920,"My massage client, Arthur? His daughter called and said that some guy that worked for me gave him a really weird massage this afternoon."
3720601,1920,I gave him an extremely professional massage!
3720701,1920,He said you poked at him with wooden spoons.
3720801,1920,"Okay, so it wasn't uh, a traditional massage. But I did give him accu-pressure with a pair of chopsticks. And, and I gently exfoliated him with, with a mop."
3720901,1920,"Well, he's never coming back! Okay? You just cost me eight dollars a week!"
3721001,1920,"Hey, y'know what? This is your fault! You're the one that didn't move his-his appointment."
3721101,1920,"Oh, it's my fault?! You didn't have to massage him! You could've sent him away! You could've not rolled Tonka trucks up and down his back!"
3721201,1920,"He said he liked that! Oh you're right, you're right. I'm sorry."
3721301,1920,"Dude, what are you massaging an old man for?"
3721401,1920,His daughter was hot.
3721501,1920,Gotcha.
3721601,1921,Hey.
3721701,1921,Hey.
3721801,1921,"Listen umm, I've been thinking, it's not fair for me to ask you to spend all of your money on our wedding. I mean, you work, you work really hard for that."
3721901,1921,Ehh.
3722001,1921,"Eh, you work for that."
3722101,1921,"Look, I thought about it too, and I'm sorry. I think we should spend all of the money on the wedding."
3722201,1921,You do?!
3722301,1921,"Yeah, I'm putting my foot down. Yeah look, when I proposed I told you that I would do anything to make you happy, and if having the perfect wedding makes you happy then, then that's what we're gonna do."
3722401,1921,"Oh, you're so sweet. Oh, but wait, what about our, what about the future and stuff?"
3722501,1921,"Eh, forget about the future and stuff! So we only have two kids, y'know? We'll pick our favorite and that one will get to go to college."
3722601,1921,You thought about that?
3722701,1921,Yeah.
3722801,1921,How many kids were we gonna have?
3722901,1921,"Uh, four, a boy, twin girls and another boy."
3723001,1921,What else did you think about?
3723101,1921,"Well, stuff like where'd we live, y'know? Like a small place outside the city, where our kids could learn to ride their bikes and stuff. Y'know, we could have a cat that had a bell on it's collar and we could hear it every time it ran through the little kitty door. Of course, we'd have an apartment over the garage where Joey could grow old."
3723201,1921,"Y'know what? I don't want a big, fancy wedding."
3723301,1921,Sure you do.
3723401,1921,"No, I want everything you just said. I want a marriage."
3723501,1921,You sure?
3723601,1921,Uh-hmm.
3723701,1921,I love you so much.
3723801,1921,"I love you. Hey listen umm, when, when you were talkin' about our future you said cat, but you meant dog right."
3723901,1921,"Oh yeah, totally!"
3724001,1921,Oh good.
3724101,1922,"Hello, Zelda."
3724201,1922,Who are you supposed to be?
3724301,1922,The vicar!
3724401,1922,Do you even know what a vicar is?
3724501,1922,"Like a goalie, right?"
3724601,1922,"Yeah. Look Joey, it's enough all right?! You keep making these stupid jokes and this sleazy innuendoes and it's I'm not it's just not funny anymore!"
3724701,1922,"Alright, I'm sorry. Rach I Rach I'm sorry. Okay? I'm sorry! Maybe I can make up for it by, taking you roughly in the barn."
3724801,1922,Alright! Y'know what? That's it! You wanna do it?! Let's do it!
3724901,1922,Huh?
3725001,1922,"That's right, I wanna do it with you! I've been trying to fight it, but you just said all the right things."
3725101,1922,I did?
3725201,1922,"Yeah! Ohh, I've been waitin' so long to get on that body!"
3725301,1922,This body?
3725401,1922,Yeah that's right! Come on Joey; sex me up!
3725501,1922,"Hey, you're startin' to sound like the butcher's wife there in-in chapter seven."
3725601,1922,"Oh, come on now, don't keep me waiting. Get those clothes off! But, I would keep that helmet on because you're in for a rough ride!"
3725701,1922,"I don't want to, I'm scared."
3725801,1923,"Hey, you guys!"
3725901,1923,Hey!
3726001,1923,"So, what do you think?"
3726101,1923,About what?
3726201,1923,"Yeah, what?"
3726301,1923,What?
3726401,1923,"Are you kidding? Okay, I'll give you a hint; I'll give you a hint."
3726501,1923,"Eyes! No, no. Your eyes! No. Chandler's eyes!"
3726601,1923,I got glasses!
3726701,1923,"Well, you you've always had glasses."
3726801,1923,No I didn't!
3726901,1923,Are you sure?
3727001,1923,"yeah yeah, did-didn't you use to have a pair? They were really round, burgundy, and they made you look kind of umm..."
3727101,1923,Feminine.
3727201,1923,Yes!
3727301,1923,No!
3727401,1923,"Sweetie, I think the glasses look great. They make you look really sexy."
3727501,1923,Really?
3727601,1923,Yeah!
3727701,1923,"You didn't think I used to wear glasses, right?"
3727801,1923,Of course!
3727901,1924,So what do you guys want for an engagement present?
3728001,1924,"That's okay Pheebs, we're not having a party or anything, so you don't have to get us..."
3728101,1924,"If someone wants to give us a present, we don't want to deprive them of that joy."
3728201,1924,"Oh, y'know what you should get 'em? One of those little uh, portable CD players."
3728301,1924,"Oh, I already have one."
3728401,1924,Not unless someone borrowed it and left it at the gynecologist.
3728501,1924,"Yeah, and and by someone, she means Joey."
3728601,1924,"Hey, I know I what I want!"
3728701,1924,What we want honey.
3728801,1924,"No, you don't want this. I want to have your grandmother's cookie recipe."
3728901,1924,You mean the chocolate chip cookie recipe?
3729001,1924,"Uh-huh, yeah."
3729101,1924,You mean the one that my grandmother made me swear on her deathbed that I would never let out of our family?
3729201,1924,Dying people say the craziest things.
3729301,1924,I wanted it for years! I was gonna make cookies for my children.
3729401,1924,"Break my heart Oh, all right."
3729501,1924,Okay. I'm gonna be the mom that makes the world's best chocolate chip cookies.
3729601,1924,Our kids are gonna be fat aren't they.
3729701,1924,Ahoy!
3729801,1924,Hey! How's the boat?!
3729901,1924,Great! I'm finally getting into this sailing stuff.
3730001,1924,"Oh, so you finally took it out of the marina huh?"
3730101,1924,Why would I do that? It took three guys to get the thing in there!
3730201,1924,"If you don't sail your boat, what do you do on it?"
3730301,1924,"Oh, it's great! It's a great place to just kinda, sit, hang around, drink a few beers, eat some chips."
3730401,1924,"Well, it's good that you finally have a place to do that."
3730501,1924,"Y'know Joey, I could teach you to sail if you want."
3730601,1924,You could?
3730701,1924,Yeah! I've been sailing my whole life. When I was fifteen my dad bought me my own boat.
3730801,1924,Your own boat?
3730901,1924,What?! What?! He was trying to cheer me up! My pony was sick.
3731001,1925,Do you know what I was thinkin'?
3731101,1925,What?
3731201,1925,"Nothing, I just like to go like this."
3731301,1925,"Hey Chandler, what are you doing tonight?"
3731401,1925,"Uh why, do you have a lecture?"
3731501,1925,"No, why?"
3731601,1925,Then free as a bird. What's up?
3731701,1925,My dad wanted to know if you wanted to play racquetball with us.
3731801,1925,"Wow! That's great! Dad must really like you, he doesn't ask just anyone to play."
3731901,1925,"Yeah and he didn't really ask for you, he asked for Chancy, I assumed he meant you."
3732001,1925,"Well, did-did you correct him?"
3732101,1925,"No, I thought it would be more fun this way."
3732201,1925,"This is so cool, maybe this is something you can do every week."
3732301,1925,Or you can sit with him on the front porch and make sure no one steals the trash cans. He does that every week too.
3732401,1925,"Oh, just so you know, you have to let him win."
3732501,1925,Yeah.
3732601,1925,He hates to lose.
3732701,1925,"Oh no problem, maybe I'll play with my left hand."
3732801,1925,You're not a lefty?
3732901,1925,Does anybody know me?!
3733001,1925,What's wrong Phoebe?
3733101,1925,I just went to my old apartment to get you the the cookie recipe and the stupid fire burned it up!
3733201,1925,No! Why didn't you make a copy and keep it in a fireproof box and keep it at least a hundred yards from the original?!
3733301,1925,"Because I'm normal! That was the one legacy my grandmother left me, and I know you wanted it as an engagement present."
3733401,1925,"Oh, we have to get you an engagement present?"
3733501,1925,Don't worry about it Pheebs.
3733601,1925,No one got me an engagement present.
3733701,1925,"Okay, here I wish you health and happiness."
3733801,1925,An old cookie?
3733901,1925,This is what happens when you don't register for gifts!
3734001,1925,"See no no, I made a batch and I froze it, and this is the only one left."
3734101,1925,We can't accept this.
3734201,1925,Why not?
3734301,1925,'Cause it's gross.
3734401,1925,No! Wait! I think I can figure out the recipe from this cookie! I do stuff like this at work all the time.
3734501,1925,Really?!
3734601,1925,Yeah! I bet I can do it.
3734701,1925,"Okay, we owe you a present."
3734801,1925,Two! I've been engaged twice!
3734901,1926,Look at this clown! Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names his boat Coast Guard anyway?
3735001,1926,That is the Coast Guard.
3735101,1926,What are they doing out here? The coast's all the way over there.
3735201,1926,"Joey, just ignore the boats all right? We're not finished with the lesson yet."
3735301,1926,Alright.
3735401,1926,"Okay, I'm just gonna go over the basic points just one more time, are you ready?"
3735501,1926,"Come on Rach, not again. I got it! Okay? Let's start sailing, and I want to go over there where that boatload of girls is! Yo-ho-ho!"
3735601,1926,"Oh, okay. Is that what you want to do? You wanna go over and give a little shout out to the old, hot chickas? Okay, let's do that Sailor Joe. Quick question though, what's this called?"
3735701,1926,"Uh, boat rope."
3735801,1926,Wrong! How do you get the mainsail up?
3735901,1926,"Uhh, rub it?"
3736001,1926,No. What do you do if I say we are coming about?
3736101,1926,"I'd say, come again. No no, wait I know this one, I know this one, uh..."
3736201,1926,"Time's up, now your dead."
3736301,1926,And deaf!
3736401,1926,"Okay, you just go on and make your little jokey-jokes, but if you do not know what you are doing out at sea you will die at sea. Am I getting through to you sailor?!"
3736501,1926,Yes.
3736601,1926,"Don't just say yes! This isn't a game, Joey you can really get hurt out here. Okay, so do you want to pay attention or do you want to die?!"
3736701,1926,I want to make a ship to shore call to Chandler.
3736801,1927,"Alright, I definitely taste nutmeg."
3736901,1927,You do?
3737001,1927,"You don't? Well, that's the difference between a professional and a layman."
3737101,1927,That and arrogance.
3737201,1927,Hey.
3737301,1927,Hey! How was sailing?
3737401,1927,"I don't want to talk about it. Y'know, you could've at least saved me a whole cookie."
3737501,1927,No-wait-no no!
3737601,1927,Women are mean!
3737701,1927,I can't believe that! Now the only thing left of my grandmother's legacy is this crumb. I wish you a long and happy marriage.
3737801,1927,Hey.
3737901,1927,Hey! How was it?
3738001,1927,"Well I had a great time! Umm, Chancy on the other hand..."
3738101,1927,I will tell the story! It was going great. I let him win. We were bonding. He even said I could call him dad.
3738201,1927,And what did he ask you not to call him?
3738301,1927,"Daddy. Alright look, here's the story. Well, we had just finished playing racquetball and we were gonna take a steam. I walk into the steam room and it was really steamy. So I take off my glasses and that's when in happened."
3738401,1927,Guys?
3738501,1927,Over here.
3738601,1927,Have a seat son. Hey!
3738701,1928,Oh my God Chandler! I can't believe it!
3738801,1928,I know.
3738901,1928,You gave my father a lap dance!
3739001,1928,Why do they put so much steam in there?!
3739101,1928,'Cause otherwise they'd have to call it the room room.
3739201,1928,Why? Okay? Why? why did that have to happen?
3739301,1928,"Come on, it's not that big a deal!"
3739401,1928,Not that big a deal? There... there was touching of things.
3739501,1928,"Now, I know you wanted to bond with my dad, but did you really have to bond to that part?"
3739601,1928,"Listen, I'm sure that dad doesn't care. He probably thought this was funny; he'll be telling this story for years!"
3739701,1928,I don't want him to tell this story for years.
3739801,1928,"Oh, but he will. He still tells the story how Monica tried to escape from fat camp."
3739901,1928,I wasn't escaping.
3740001,1928,Then how did you get caught in the barbed wire?
3740101,1928,I was trying to help out a squirrel.
3740201,1928,You were trying to eat it!
3740301,1928,If that is your father calling to tell this story then the marriage is off!
3740401,1928,"Come on. Hello? I'm sorry you have the wrong number. Okay, I'll call you later dad. I love you."
3740501,1929,"Alright, I'm off to see your dad."
3740601,1929,"Whoa-whoa, aren't you a little over dressed?"
3740701,1929,"Yeah, and you better make sure he tips you this time."
3740801,1929,"Look, I figured I would try to convince him not to tell the story anymore, and I figure the best way to do that is face to face And by face I don't mean his lap. And by face, I don't mean my ass."
3740901,1929,Hey are you getting Monica and Chandler an engagement present?
3741001,1929,"I don't know. Y'know, they didn't get us anything."
3741101,1929,Thank you!
3741201,1929,Hey.
3741301,1929,Hey.
3741401,1929,"Well hello! So, when are we gettin' back out on the water matey?"
3741501,1929,"Oh uh, I don't know the boat way to say this, but uh never!"
3741601,1929,Why not?
3741701,1929,Because! You're mean on the boat!
3741801,1929,What? I was just trying to teach you.
3741901,1929,"Well, lesson learned! Rachel is mean!"
3742001,1929,Yep... Yep yep yep. I remember when she took out on her dad's boat she wouldn't let me help at all.
3742101,1929,"Excuse me, I wanted you to help, but you couldn't move your arms because you were wearing three life jackets."
3742201,1929,You have to respect the sea!
3742301,1929,"Look Joey, I'm sorry if you thought that was mean, but I gotta tell ya something. That was not mean. Okay, my father is mean. He used to yell at me all the time on the boat, I mean it was horrible. I was just being a good teacher."
3742401,1929,"Does a good teacher say, Put down the beer pinhead!?"
3742501,1929,"Well, does a good student drink seven beers during his first lesson?"
3742601,1929,Six and a half! You knocked that last one out of my hand! Remember?
3742701,1929,"Yeah, I didn't want you to get hit by the boom!"
3742801,1929,Well it hit me anyway! And it would've hurt a lot less if I had finished that last beer.
3742901,1929,"Alright, y'know what? I'm sorry. I will try to tone it down and uh stop yelling."
3743001,1929,You won't boss me around anymore?
3743101,1929,I won't boss you around.
3743201,1929,And you'll be nice?
3743301,1929,"And, I'll be nice."
3743401,1929,And you'll be topless?
3743501,1929,And Joey!
3743601,1929,Do you want me to learn?!
3743701,1930,"Okay, here's batch 22. Ohh, maybe these'll taste a little like your grandmother's. This has a little bit of orange peel, but no nutmeg."
3743801,1930,Let's give it a shot.
3743901,1930,"Okay. Man, I have not made this many cookies since I was in the ninth grade."
3744001,1930,"Oh, what was that for? Like a bake sale?"
3744101,1930,"No, just a Friday night."
3744201,1930,"Ohh, these are pretty good."
3744301,1930,"Yeah, but not as good as batch 17."
3744401,1930,Which one was that?
3744501,1930,The ones we had right after you almost threw up.
3744601,1930,Oh yeah! Batch 17 was good. I did not like batch 16. I'm okay.
3744701,1930,Are there anymore from the good batch? 'Cause we could just work off of those.
3744801,1930,"Yeah, ooh yeah, I think there is one from batch 17 left, uh... It's batch 16! 16 people! Get out of the way!"
3744901,1931,"Okay Joey honey, you're doing really good! Alright, now I'm just gonna need you to step to the port side. Remember? Remember how we talked about the port side?"
3745001,1931,Ohh yeah.
3745101,1931,Right?
3745201,1931,Nope.
3745301,1931,"It's left sweetie, but that's okay sweetie, that's a tough one."
3745401,1931,I don't know why you just don't say left.
3745501,1931,"Okay, go to the left. The left!"
3745601,1931,Huh?
3745701,1931,Just sit over there!
3745801,1931,"Okay! Okay, you're yelling again! See that?"
3745901,1931,"No! No no, no no, very quiet, said with love, no yelling."
3746001,1931,"Oh, y'know what? Since I'm here, I think I'm gonna have me a little beer on the port side."
3746101,1931,"Okay Joey, we're luffing a little bit, so could you tighten up the cunningham?"
3746201,1931,"Uh, wow, you just said a bunch of stuff I didn't know there."
3746301,1931,"Joey, come on! We just went over this!"
3746401,1931,"Oh, y'know, when we did that was when that bird was flying overhead with the fish in his mouth. Did you see it? It was gross!"
3746501,1931,"No! Alright?! I did not see the bird! I did not see the fish! I did not see the piece of Styrofoam that was shaped like Mike Tyson! I did not, because I was trying to teach you how to sail a boat! Which obviously is an impossible thing to do!"
3746601,1931,Alright that's it! You're yelling and I don't see you taking your top off! I quit!
3746701,1931,What do you mean you quit?! You can't quit!
3746801,1931,Why not?!
3746901,1931,Because you're not finished yet and I won't have it! Greens do not quit!
3747001,1931,Greens? I'm a Tribbiani! And Tribbianis quit!
3747101,1931,"Oh my God, wait did I I just said Greens don't quit didn't I? Did I just say Greens don't quit?!"
3747201,1931,Yes! Yes! You did and you're still yelling at me!
3747301,1931,"No! No! No! I'm not yelling at you, I'm just yelling near you. Oh God Joey, ohh I'm my father. Oh my God, this is horrible! I've been trying so hard not to be my mother I did not see this comin'. Oh, Joey, I'm sorry. I'm so sorry. I just wanted you to learn."
3747401,1931,"Well, hey I did learn."
3747501,1931,Really?
3747601,1931,Yeah! Come on.
3747701,1931,aww...
3747801,1931,"Yeah, it's okay. I know what a mainsail is. I know, I know to duck when the boom comes across. I know port is right."
3747901,1931,Left.
3748001,1931,dammit!
3748101,1932,"Y'know, I bet it would actually make my grandmother very happy to know that we're trying to figure out her recipe. I bet she's l-l-lookin' up at us and smiling right now."
3748201,1932,Looking up?
3748301,1932,"Oh yeah No, she was really nice to me, but she's in hell for sure."
3748401,1932,"Well, I've tried everything. I give up. I guess I'm not gonna be the mom who makes the world's best chocolate cookies. I do make the best duck confit with broccoli rabe. Kids love that right."
